"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Staphylococcus_aureus_subsp_aureus_strain1","Staphylococcus_aureus_subsp_aureus_strain2"
"rpoZ","","DNA-directed RNA polymerase subunit omega","2","2","1","16","2081","","","","218","218","218","EFOPJNHM_01102","MMPIJKCK_00659"
"folB","","Dihydroneopterin aldolase","2","2","1","16","1391","","","","365","365","365","EFOPJNHM_00467","MMPIJKCK_02578"
"fusA","","Elongation factor G","2","2","1","16","1423","","","","2081","2081","2081","EFOPJNHM_00515","MMPIJKCK_00030"
"group_1189","","hypothetical protein","2","2","1","16","700","","","","191","191","191","EFOPJNHM_02418","MMPIJKCK_01631"
"group_119","","hypothetical protein","2","2","1","16","1770","","","","572","572","572","EFOPJNHM_01736","MMPIJKCK_01240"
"rplT","","50S ribosomal protein L20","2","2","1","16","1887","","","","356","356","356","EFOPJNHM_01620","MMPIJKCK_01122"
"cycA_2","","D-serine/D-alanine/glycine transporter","2","2","1","16","656","","","","1409","1409","1409","EFOPJNHM_02376","MMPIJKCK_01592"
"group_1192","","hypothetical protein","2","2","1","16","538","","","","191","191","191","EFOPJNHM_02259","MMPIJKCK_01477"
"group_1193","","hypothetical protein","2","2","1","16","1643","","","","1439","1439","1439","EFOPJNHM_00737","MMPIJKCK_00249"
"gatC_1","","PTS system galactitol-specific EIIC component","2","2","1","16","1132","","","","1259","1259","1259","EFOPJNHM_00222","MMPIJKCK_02037"
"gatA_2","","Glutamyl-tRNA(Gln) amidotransferase subunit A","2","2","1","16","2549","","","","1457","1457","1457","EFOPJNHM_01870","MMPIJKCK_02301"
"hslV","","ATP-dependent protease subunit HslV","2","2","1","16","2122","","","","545","545","545","EFOPJNHM_01145","MMPIJKCK_00700"
"rplC","","50S ribosomal protein L3","2","2","1","16","471","","","","662","662","662","EFOPJNHM_02192","MMPIJKCK_01411"
"group_1198","","hypothetical protein","2","2","1","16","1983","","","","698","698","698","EFOPJNHM_01526","MMPIJKCK_01026"
"group_1199","","hypothetical protein","2","2","1","16","81","","","","434","434","434","EFOPJNHM_01013","MMPIJKCK_00573"
"splA","","Serine protease SplA","2","2","1","16","1755","","","","692","707","699","EFOPJNHM_01748","MMPIJKCK_01255"
"menG","","Demethylmenaquinone methyltransferase","2","2","1","16","2348","","","","725","725","725","EFOPJNHM_01364","MMPIJKCK_00923"
"group_1201","","Putative 2-hydroxyacid dehydrogenase","2","2","1","16","523","","","","953","953","953","EFOPJNHM_02244","MMPIJKCK_01463"
"ptsG_2","","PTS system glucose-specific EIICBA component","2","2","1","16","1127","","","","1529","1529","1529","EFOPJNHM_00217","MMPIJKCK_02032"
"group_1203","","hypothetical protein","2","2","1","16","2296","","","","221","221","221","EFOPJNHM_01316","MMPIJKCK_00872"
"rnj2","","Ribonuclease J 2","2","2","1","16","2144","","","","1673","1673","1673","EFOPJNHM_01167","MMPIJKCK_00722"
"glcU_2","","putative glucose uptake protein GlcU","2","2","1","16","1155","","","","881","881","881","EFOPJNHM_00245","MMPIJKCK_02060"
"group_1206","","hypothetical protein","2","2","1","16","2160","","","","293","293","293","EFOPJNHM_01183","MMPIJKCK_00738"
"mutS_1","","DNA mismatch repair protein MutS","2","2","1","16","2164","","","","2618","2618","2618","EFOPJNHM_01187","MMPIJKCK_00742"
"group_1208","","hypothetical protein","2","2","1","16","369","","","","413","413","413","EFOPJNHM_02089","MMPIJKCK_02469"
"catD","","Putative oxidoreductase CatD","2","2","1","16","161","","","","356","356","356","EFOPJNHM_00933","MMPIJKCK_00493"
"group_121","","hypothetical protein","2","2","1","16","1753","","","","218","698","458","EFOPJNHM_01750","MMPIJKCK_01257"
"group_1210","","hypothetical protein","2","2","1","16","2592","","","","755","755","755","EFOPJNHM_01913","MMPIJKCK_02343"
"auaG","","Aurachin C monooxygenase/isomerase","2","2","1","16","524","","","","1124","1124","1124","EFOPJNHM_02245","MMPIJKCK_01464"
"group_1212","","hypothetical protein","2","2","1","16","2556","","","","302","302","302","EFOPJNHM_01877","MMPIJKCK_02308"
"group_1213","","hypothetical protein","2","2","1","16","709","","","","266","266","266","EFOPJNHM_02426","MMPIJKCK_01638"
"yclN","","Petrobactin import system permease protein YclN","2","2","1","16","1613","","","","1013","1013","1013","EFOPJNHM_00707","MMPIJKCK_00219"
"group_1215","","hypothetical protein","2","2","1","16","1231","","","","995","995","995","EFOPJNHM_00315","MMPIJKCK_02138"
"nixA","","Nickel transporter NixA","2","2","1","16","914","","","","1016","1016","1016","EFOPJNHM_02630","MMPIJKCK_01839"
"trpG_2","","Anthranilate synthase component 2","2","2","1","16","2244","","","","566","566","566","EFOPJNHM_01263","MMPIJKCK_00821"
"hisB","","Imidazoleglycerol-phosphate dehydratase","2","2","1","16","893","","","","578","578","578","EFOPJNHM_02609","MMPIJKCK_01818"
"group_1219","","hypothetical protein","2","2","1","16","634","","","","104","104","104","EFOPJNHM_02354","MMPIJKCK_01570"
"group_122","","hypothetical protein","2","2","1","16","2545","","","","269","530","399","EFOPJNHM_01866","MMPIJKCK_02298"
"group_1220","","hypothetical protein","2","2","1","16","193","","","","806","806","806","EFOPJNHM_00896","MMPIJKCK_00458"
"group_1221","","hypothetical protein","2","2","1","16","2508","","","","1145","1145","1145","EFOPJNHM_01835","MMPIJKCK_02252"
"moaE","","Molybdopterin synthase catalytic subunit","2","2","1","16","491","","","","446","446","446","EFOPJNHM_02212","MMPIJKCK_01431"
"mnhF1","","Na(+)/H(+) antiporter subunit F1","2","2","1","16","2810","","","","293","293","293","EFOPJNHM_00843","MMPIJKCK_00405"
"ptsG_1","","PTS system glucose-specific EIICBA component","2","2","1","16","1071","","","","2045","2045","2045","EFOPJNHM_00163","MMPIJKCK_01987"
"nusA","","Transcription termination/antitermination protein NusA","2","2","1","16","2135","","","","1175","1175","1175","EFOPJNHM_01158","MMPIJKCK_00713"
"mnhB1","","Na(+)/H(+) antiporter subunit B1","2","2","1","16","2814","","","","428","428","428","EFOPJNHM_00847","MMPIJKCK_00409"
"lrgB","","Antiholin-like protein LrgB","2","2","1","16","1148","","","","701","701","701","EFOPJNHM_00238","MMPIJKCK_02053"
"group_1228","","hypothetical protein","2","2","1","16","1544","","","","617","617","617","EFOPJNHM_00637","MMPIJKCK_00150"
"umuC","","Protein UmuC","2","2","1","16","2240","","","","1262","1262","1262","EFOPJNHM_01259","MMPIJKCK_00817"
"map_3","","Protein map","2","2","1","16","2586","","","","290","290","290","EFOPJNHM_01907","MMPIJKCK_02338"
"group_1230","","hypothetical protein","2","2","1","16","1290","","","","152","152","152","EFOPJNHM_00371","MMPIJKCK_02189"
"group_1231","","hypothetical protein","2","2","1","16","370","","","","1373","1373","1373","EFOPJNHM_02090","MMPIJKCK_02468"
"gltT","","Proton/sodium-glutamate symport protein","2","2","1","16","601","","","","1277","1277","1277","EFOPJNHM_02321","MMPIJKCK_01538"
"group_1233","","Antibacterial protein 3","2","2","1","16","26","","","","134","134","134","EFOPJNHM_01067","MMPIJKCK_00626"
"mntR","","HTH-type transcriptional regulator MntR","2","2","1","16","1516","","","","644","644","644","EFOPJNHM_00609","MMPIJKCK_00122"
"ypdA","","Sensor histidine kinase YpdA","2","2","1","16","1145","","","","1754","1754","1754","EFOPJNHM_00235","MMPIJKCK_02050"
"prsA","","Foldase protein PrsA","2","2","1","16","2485","","","","962","962","962","EFOPJNHM_01780","MMPIJKCK_01287"
"pbpH","","Penicillin-binding protein H","2","2","1","16","2003","","","","2075","2075","2075","EFOPJNHM_01506","MMPIJKCK_01006"
"group_1238","","hypothetical protein","2","2","1","16","2325","","","","563","563","563","EFOPJNHM_01341","MMPIJKCK_00900"
"queF","","NADPH-dependent 7-cyano-7-deazaguanine reductase","2","2","1","16","1608","","","","500","500","500","EFOPJNHM_00702","MMPIJKCK_00214"
"group_124","","hypothetical protein","2","2","1","16","2600","","","","2483","3782","3132","EFOPJNHM_01919","MMPIJKCK_02351"
"groS","","10 kDa chaperonin","2","2","1","16","2712","","","","284","284","284","EFOPJNHM_01976","MMPIJKCK_02410"
"dtpT","","Di-/tripeptide transporter","2","2","1","16","1607","","","","1505","1505","1505","EFOPJNHM_00701","MMPIJKCK_00213"
"nudF","","ADP-ribose pyrophosphatase","2","2","1","16","2055","","","","542","542","542","EFOPJNHM_01455","MMPIJKCK_00949"
"gluP","","Rhomboid protease GluP","2","2","1","16","2006","","","","1463","1463","1463","EFOPJNHM_01503","MMPIJKCK_01003"
"yvgN_1","","Glyoxal reductase","2","2","1","16","1584","","","","839","839","839","EFOPJNHM_00677","MMPIJKCK_00190"
"nagB_2","","Glucosamine-6-phosphate deaminase","2","2","1","16","2498","","","","599","599","599","EFOPJNHM_01793","MMPIJKCK_01300"
"dhaM","","PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM","2","2","1","16","1533","","","","362","362","362","EFOPJNHM_00626","MMPIJKCK_00139"
"ybaK","","Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK","2","2","1","16","1578","","","","482","482","482","EFOPJNHM_00671","MMPIJKCK_00184"
"purE","","N5-carboxyaminoimidazole ribonucleotide mutase","2","2","1","16","134","","","","482","482","482","EFOPJNHM_00960","MMPIJKCK_00520"
"ywqE_2","","Tyrosine-protein phosphatase YwqE","2","2","1","16","880","","","","767","767","767","EFOPJNHM_02596","MMPIJKCK_01805"
"group_125","","hypothetical protein","2","2","1","16","2601","","","","971","1490","1230","EFOPJNHM_01920","MMPIJKCK_02352"
"group_1250","","hypothetical protein","2","2","1","16","873","","","","692","692","692","EFOPJNHM_02589","MMPIJKCK_01798"
"group_1251","","hypothetical protein","2","2","1","16","483","","","","251","251","251","EFOPJNHM_02204","MMPIJKCK_01423"
"sarV","","HTH-type transcriptional regulator SarV","2","2","1","16","487","","","","350","350","350","EFOPJNHM_02208","MMPIJKCK_01427"
"group_1253","","Putative transport protein","2","2","1","16","183","","","","1085","1085","1085","EFOPJNHM_00906","MMPIJKCK_00468"
"upp","","Uracil phosphoribosyltransferase","2","2","1","16","343","","","","629","629","629","EFOPJNHM_02061","MMPIJKCK_02495"
"tal","","Transaldolase","2","2","1","16","1788","","","","713","713","713","EFOPJNHM_01718","MMPIJKCK_01222"
"group_1256","","hypothetical protein","2","2","1","16","791","","","","230","230","230","EFOPJNHM_02507","MMPIJKCK_01716"
"group_1257","","hypothetical protein","2","2","1","16","767","","","","170","170","170","EFOPJNHM_02483","MMPIJKCK_01692"
"malP","","PTS system maltose-specific EIICB component","2","2","1","16","542","","","","1604","1604","1604","EFOPJNHM_02263","MMPIJKCK_01481"
"rplK","","50S ribosomal protein L11","2","2","1","16","1413","","","","422","422","422","EFOPJNHM_00505","MMPIJKCK_00020"
"group_126","","hypothetical protein","2","2","1","16","2747","","","","314","368","341","EFOPJNHM_01942","MMPIJKCK_02377"
"rlhA","","23S rRNA 5-hydroxycytidine synthase","2","2","1","16","1943","","","","923","923","923","EFOPJNHM_01565","MMPIJKCK_01066"
"typA","","GTP-binding protein TypA/BipA","2","2","1","16","90","","","","1847","1847","1847","EFOPJNHM_01004","MMPIJKCK_00564"
"atpH","","ATP synthase subunit delta","2","2","1","16","337","","","","539","539","539","EFOPJNHM_02055","MMPIJKCK_02501"
"group_1263","","hypothetical protein","2","2","1","16","45","","","","506","506","506","EFOPJNHM_01048","MMPIJKCK_00607"
"queC","","7-cyano-7-deazaguanine synthase","2","2","1","16","1593","","","","668","668","668","EFOPJNHM_00686","MMPIJKCK_00199"
"nusG","","Transcription termination/antitermination protein NusG","2","2","1","16","1412","","","","548","548","548","EFOPJNHM_00504","MMPIJKCK_00019"
"pxpC_1","","5-oxoprolinase subunit C","2","2","1","16","1598","","","","1004","1004","1004","EFOPJNHM_00691","MMPIJKCK_00204"
"hssR","","Heme response regulator HssR","2","2","1","16","578","","","","674","674","674","EFOPJNHM_02299","MMPIJKCK_01517"
"group_1268","","hypothetical protein","2","2","1","16","802","","","","296","296","296","EFOPJNHM_02518","MMPIJKCK_01728"
"group_1269","","hypothetical protein","2","2","1","16","1575","","","","422","422","422","EFOPJNHM_00668","MMPIJKCK_00181"
"group_127","","hypothetical protein","2","2","1","16","2744","","","","893","893","893","EFOPJNHM_01945","MMPIJKCK_02380"
"mnaA_2","","UDP-N-acetylglucosamine 2-epimerase","2","2","1","16","342","","","","1127","1127","1127","EFOPJNHM_02060","MMPIJKCK_02496"
"atpF","","ATP synthase subunit b","2","2","1","16","338","","","","521","521","521","EFOPJNHM_02056","MMPIJKCK_02500"
"cidB","","Holin-like protein CidB","2","2","1","16","758","","","","689","689","689","EFOPJNHM_02474","MMPIJKCK_01683"
"group_1273","","hypothetical protein","2","2","1","16","1787","","","","302","302","302","EFOPJNHM_01719","MMPIJKCK_01223"
"group_1274","","hypothetical protein","2","2","1","16","2530","","","","386","386","386","EFOPJNHM_01857","MMPIJKCK_02274"
"rpsS","","30S ribosomal protein S19","2","2","1","16","467","","","","278","278","278","EFOPJNHM_02188","MMPIJKCK_01407"
"yrrK","","Putative pre-16S rRNA nuclease","2","2","1","16","1940","","","","428","428","428","EFOPJNHM_01568","MMPIJKCK_01069"
"ureA","","Urease subunit gamma","2","2","1","16","507","","","","302","302","302","EFOPJNHM_02228","MMPIJKCK_01447"
"desR","","Transcriptional regulatory protein DesR","2","2","1","16","2200","","","","602","602","602","EFOPJNHM_01219","MMPIJKCK_00777"
"pflA","","Pyruvate formate-lyase-activating enzyme","2","2","1","16","1111","","","","755","755","755","EFOPJNHM_00202","MMPIJKCK_02016"
"group_128","","hypothetical protein","2","2","1","16","2742","","","","485","485","485","EFOPJNHM_01947","MMPIJKCK_02382"
"pucK","","Uric acid permease PucK","2","2","1","16","1277","","","","1268","1268","1268","EFOPJNHM_00360","MMPIJKCK_02184"
"cggR","","Central glycolytic genes regulator","2","2","1","16","1651","","","","1013","1013","1013","EFOPJNHM_00746","MMPIJKCK_00258"
"ccpA","","Catabolite control protein A","2","2","1","16","1831","","","","989","989","989","EFOPJNHM_01676","MMPIJKCK_01177"
"darA","","Cyclic di-AMP receptor A","2","2","1","16","1359","","","","329","329","329","EFOPJNHM_00435","MMPIJKCK_02547"
"traP","","Signal transduction protein TRAP","2","2","1","16","2479","","","","503","503","503","EFOPJNHM_01774","MMPIJKCK_01281"
"group_1285","","hypothetical protein","2","2","1","16","1626","","","","1070","1070","1070","EFOPJNHM_00720","MMPIJKCK_00232"
"ykoD_1","","Putative HMP/thiamine import ATP-binding protein YkoD","2","2","1","16","122","","","","1400","1400","1400","EFOPJNHM_00972","MMPIJKCK_00532"
"nikC","","Nickel import system permease protein NikC","2","2","1","16","2256","","","","830","830","830","EFOPJNHM_01276","MMPIJKCK_00833"
"mtaB","","Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB","2","2","1","16","1979","","","","1346","1346","1346","EFOPJNHM_01530","MMPIJKCK_01030"
"ydaP","","Putative thiamine pyrophosphate-containing protein YdaP","2","2","1","16","757","","","","1739","1739","1739","EFOPJNHM_02473","MMPIJKCK_01682"
"group_129","","hypothetical protein","2","2","1","16","2740","","","","1943","1949","1946","EFOPJNHM_01949","MMPIJKCK_02384"
"group_1290","","hypothetical protein","2","2","1","16","74","","","","557","557","557","EFOPJNHM_01020","MMPIJKCK_00580"
"hemH","","Ferrochelatase","2","2","1","16","2477","","","","923","923","923","EFOPJNHM_01772","MMPIJKCK_01279"
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","16","1999","","","","785","785","785","EFOPJNHM_01510","MMPIJKCK_01010"
"ybbH_1","","putative HTH-type transcriptional regulator YbbH","2","2","1","16","534","","","","872","872","872","EFOPJNHM_02255","MMPIJKCK_01473"
"queA","","S-adenosylmethionine:tRNA ribosyltransferase-isomerase","2","2","1","16","1917","","","","1025","1025","1025","EFOPJNHM_01591","MMPIJKCK_01092"
"rpe","","Ribulose-phosphate 3-epimerase","2","2","1","16","2093","","","","644","644","644","EFOPJNHM_01114","MMPIJKCK_00671"
"der_2","","GTPase Der","2","2","1","16","2352","","","","1310","1310","1310","EFOPJNHM_01368","MMPIJKCK_00927"
"group_1297","","putative lipoprotein","2","2","1","16","1095","","","","773","773","773","EFOPJNHM_00186","MMPIJKCK_02000"
"mecA","","Adapter protein MecA","2","2","1","16","196","","","","719","719","719","EFOPJNHM_00893","MMPIJKCK_00455"
"acp","","Sodium/proton-dependent alanine carrier protein","2","2","1","16","182","","","","1568","1568","1568","EFOPJNHM_00907","MMPIJKCK_00469"
"leuA_1","","2-isopropylmalate synthase","2","2","1","16","2840","","","","734","1145","939","EFOPJNHM_00872","MMPIJKCK_00433"
"group_130","","hypothetical protein","2","2","1","16","2736","","","","320","323","321","EFOPJNHM_01953","MMPIJKCK_02389"
"rpsP","","30S ribosomal protein S16","2","2","1","16","2108","","","","275","275","275","EFOPJNHM_01130","MMPIJKCK_00686"
"group_1301","","hypothetical protein","2","2","1","16","2185","","","","122","122","122","EFOPJNHM_01207","MMPIJKCK_00763"
"group_1302","","hypothetical protein","2","2","1","16","2684","","","","254","254","254","EFOPJNHM_02001","MMPIJKCK_02435"
"group_1303","","queuosine precursor transporter","2","2","1","16","2307","","","","704","704","704","EFOPJNHM_01326","MMPIJKCK_00882"
"group_1304","","Glycine cleavage system H-like protein","2","2","1","16","1215","","","","332","332","332","EFOPJNHM_00299","MMPIJKCK_02122"
"rpsD","","30S ribosomal protein S4","2","2","1","16","1847","","","","602","602","602","EFOPJNHM_01660","MMPIJKCK_01161"
"group_1306","","hypothetical protein","2","2","1","16","1455","","","","167","167","167","EFOPJNHM_00546","MMPIJKCK_00060"
