locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEALKAJD_00366	CDS	1296	npr_1	1.11.1.1	COG0446	NADH peroxidase
GEALKAJD_00367	CDS	1461				hypothetical protein
GEALKAJD_00368	CDS	1197	glpK_1	2.7.1.30	COG0554	Glycerol kinase
GEALKAJD_00369	CDS	312	glpK_2	2.7.1.30	COG0554	Glycerol kinase
GEALKAJD_00370	CDS	1824	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
GEALKAJD_00371	CDS	717	glpF		COG0580	Glycerol uptake facilitator protein
GEALKAJD_00372	CDS	1476	mutS2_1	3.1.-.-		Endonuclease MutS2
GEALKAJD_00373	CDS	471				hypothetical protein
GEALKAJD_00374	CDS	555	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
GEALKAJD_00375	CDS	315				hypothetical protein
GEALKAJD_00376	CDS	261				hypothetical protein
GEALKAJD_00377	CDS	315	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GEALKAJD_00378	CDS	1656	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
GEALKAJD_00379	CDS	2136	helD_1	3.6.4.12	COG3973	DNA helicase IV
GEALKAJD_00380	CDS	96				hypothetical protein
GEALKAJD_00381	CDS	414				hypothetical protein
GEALKAJD_00382	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
GEALKAJD_00383	CDS	858				hypothetical protein
GEALKAJD_00384	CDS	321				hypothetical protein
GEALKAJD_00385	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
GEALKAJD_00386	CDS	1011	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
GEALKAJD_00387	CDS	606	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
GEALKAJD_00388	CDS	666				hypothetical protein
GEALKAJD_00389	CDS	660	anr			Transcriptional activator protein Anr
GEALKAJD_00390	CDS	1611			COG3559	Multidrug efflux system permease protein
GEALKAJD_00391	CDS	882		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
GEALKAJD_00392	CDS	600	betI			HTH-type transcriptional regulator BetI
GEALKAJD_00393	CDS	1302				hypothetical protein
GEALKAJD_00394	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
GEALKAJD_00395	CDS	1878				hypothetical protein
GEALKAJD_00396	CDS	1422	gadC_3		COG0531	putative glutamate/gamma-aminobutyrate antiporter
GEALKAJD_00397	CDS	1368	nhaC_1		COG1757	Na(+)/H(+) antiporter NhaC
GEALKAJD_00398	CDS	1020	ccpA_1		COG1609	Catabolite control protein A
GEALKAJD_00399	CDS	1008	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
GEALKAJD_00400	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
GEALKAJD_00401	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
GEALKAJD_00402	CDS	2166	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
GEALKAJD_00403	CDS	834	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
GEALKAJD_00404	CDS	1662				hypothetical protein
GEALKAJD_00405	CDS	1161				hypothetical protein
GEALKAJD_00406	CDS	444	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
GEALKAJD_00407	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
GEALKAJD_00408	CDS	552				hypothetical protein
GEALKAJD_00409	CDS	474				hypothetical protein
GEALKAJD_00410	CDS	1473	emrB			Multidrug export protein EmrB
GEALKAJD_00411	CDS	711				hypothetical protein
GEALKAJD_00412	CDS	285				hypothetical protein
GEALKAJD_00413	CDS	420				hypothetical protein
GEALKAJD_00414	CDS	585	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
GEALKAJD_00415	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
GEALKAJD_00416	CDS	312				hypothetical protein
GEALKAJD_00417	CDS	2337	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GEALKAJD_00418	CDS	669	hssR			Heme response regulator HssR
GEALKAJD_00419	CDS	954	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GEALKAJD_00420	CDS	882	gltC_1			HTH-type transcriptional regulator GltC
GEALKAJD_00421	CDS	729	ydfK		COG1811	putative membrane protein YdfK
GEALKAJD_00422	CDS	318				hypothetical protein
GEALKAJD_00423	CDS	609				hypothetical protein
GEALKAJD_00424	CDS	831				hypothetical protein
GEALKAJD_00425	CDS	489				hypothetical protein
GEALKAJD_00426	CDS	873				hypothetical protein
GEALKAJD_00427	CDS	363				hypothetical protein
GEALKAJD_00428	CDS	753	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
GEALKAJD_00429	CDS	1803	bceB_1		COG0577	Bacitracin export permease protein BceB
GEALKAJD_00430	CDS	1041	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
GEALKAJD_00431	CDS	2145				hypothetical protein
GEALKAJD_00432	CDS	1374	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_00433	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
GEALKAJD_00434	CDS	918	rbsK	2.7.1.15		Ribokinase
GEALKAJD_00435	CDS	1014	degA_2		COG1609	HTH-type transcriptional regulator DegA
GEALKAJD_00436	CDS	600	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GEALKAJD_00437	CDS	702			COG1136	putative ABC transporter ATP-binding protein
GEALKAJD_00438	CDS	2712				hypothetical protein
GEALKAJD_00439	CDS	1629	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
GEALKAJD_00440	CDS	1182				hypothetical protein
GEALKAJD_00441	CDS	1524				hypothetical protein
GEALKAJD_00442	CDS	729	agrA		COG3279	Accessory gene regulator protein A
GEALKAJD_00443	CDS	1281				hypothetical protein
GEALKAJD_00444	CDS	111				hypothetical protein
GEALKAJD_00445	CDS	603	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
GEALKAJD_00446	CDS	207				hypothetical protein
GEALKAJD_00447	CDS	708		2.7.1.113	COG1428	Deoxyguanosine kinase
GEALKAJD_00448	CDS	684				hypothetical protein
GEALKAJD_00449	CDS	2187	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
GEALKAJD_00450	CDS	411	spxA_1		COG1393	Regulatory protein Spx
GEALKAJD_00451	CDS	357	spxA_2		COG1393	Regulatory protein Spx
GEALKAJD_00452	rRNA	1557				16S ribosomal RNA
GEALKAJD_00453	rRNA	2910				23S ribosomal RNA
GEALKAJD_00454	rRNA	111				5S ribosomal RNA
GEALKAJD_00455	CDS	471	bsaA			Glutathione peroxidase BsaA
GEALKAJD_00456	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
GEALKAJD_00457	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GEALKAJD_00458	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
GEALKAJD_00459	CDS	564	efp			Elongation factor P
GEALKAJD_00460	CDS	1260	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GEALKAJD_00461	CDS	801	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GEALKAJD_00462	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GEALKAJD_00463	CDS	717	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GEALKAJD_00464	CDS	696	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GEALKAJD_00465	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GEALKAJD_00466	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
GEALKAJD_00467	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
GEALKAJD_00468	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
GEALKAJD_00469	CDS	1380	npr_2	1.11.1.1	COG0446	NADH peroxidase
GEALKAJD_00470	CDS	153				hypothetical protein
GEALKAJD_00471	CDS	702				IS3 family transposase ISEfa10
GEALKAJD_00472	CDS	669				hypothetical protein
GEALKAJD_00473	CDS	321				hypothetical protein
GEALKAJD_00474	CDS	1383	umuC_1		COG0389	Protein UmuC
GEALKAJD_00475	CDS	1188	galK_2	2.7.1.6	COG0153	Galactokinase
GEALKAJD_00476	CDS	1032	galM	5.1.3.3	COG2017	Aldose 1-epimerase
GEALKAJD_00477	CDS	1455	lacS		COG2190	Lactose permease
GEALKAJD_00478	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
GEALKAJD_00479	CDS	678	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
GEALKAJD_00480	CDS	171				hypothetical protein
GEALKAJD_00481	CDS	897				hypothetical protein
GEALKAJD_00482	CDS	1371	yifK		COG1113	putative transport protein YifK
GEALKAJD_00483	CDS	747	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
GEALKAJD_00484	CDS	840	mntB			Manganese transport system membrane protein MntB
GEALKAJD_00485	CDS	951	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
GEALKAJD_00486	CDS	753				hypothetical protein
GEALKAJD_00487	CDS	1152	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
GEALKAJD_00488	CDS	609				hypothetical protein
GEALKAJD_00489	CDS	1638	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
GEALKAJD_00490	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
GEALKAJD_00491	CDS	1374	ribZ			Riboflavin transporter RibZ
GEALKAJD_00492	CDS	618				hypothetical protein
GEALKAJD_00493	CDS	456	argR_1			Arginine repressor
GEALKAJD_00494	CDS	1503	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
GEALKAJD_00495	CDS	207				hypothetical protein
GEALKAJD_00496	CDS	402	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
GEALKAJD_00497	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
GEALKAJD_00498	CDS	627				hypothetical protein
GEALKAJD_00499	CDS	582	acuR			Transcriptional regulator AcuR
GEALKAJD_00500	CDS	348				hypothetical protein
GEALKAJD_00501	CDS	216				hypothetical protein
GEALKAJD_00502	CDS	339				hypothetical protein
GEALKAJD_00503	CDS	231				hypothetical protein
GEALKAJD_00504	CDS	342	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
GEALKAJD_00505	CDS	186				hypothetical protein
GEALKAJD_00506	CDS	195				hypothetical protein
GEALKAJD_00507	CDS	831	ydbD	1.11.1.6	COG3546	putative manganese catalase
GEALKAJD_00508	CDS	1335	araN_1		COG1653	putative arabinose-binding protein
GEALKAJD_00509	CDS	912	lacF_2			Lactose transport system permease protein LacF
GEALKAJD_00510	CDS	855	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_00511	CDS	618				hypothetical protein
GEALKAJD_00512	CDS	519				hypothetical protein
GEALKAJD_00513	CDS	459				hypothetical protein
GEALKAJD_00514	CDS	4038				hypothetical protein
GEALKAJD_00515	CDS	1314				hypothetical protein
GEALKAJD_00516	CDS	1698				hypothetical protein
GEALKAJD_00517	CDS	894				hypothetical protein
GEALKAJD_00518	CDS	675	graR		COG0745	Response regulator protein GraR
GEALKAJD_00519	CDS	1026	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
GEALKAJD_00520	CDS	867	glcU_1		COG4975	putative glucose uptake protein GlcU
GEALKAJD_00521	CDS	1377	yhdG		COG0531	putative amino acid permease YhdG
GEALKAJD_00522	CDS	1197				TelA-like protein
GEALKAJD_00523	CDS	663				hypothetical protein
GEALKAJD_00524	CDS	564	act	3.-.-.-		Methanol dehydrogenase activator
GEALKAJD_00525	CDS	285				hypothetical protein
GEALKAJD_00526	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GEALKAJD_00527	CDS	546				hypothetical protein
GEALKAJD_00528	CDS	3279				hypothetical protein
GEALKAJD_00529	CDS	1908	pepO	3.4.24.-	COG3590	Neutral endopeptidase
GEALKAJD_00530	CDS	876				hypothetical protein
GEALKAJD_00531	CDS	975	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
GEALKAJD_00532	CDS	1137	iscS_1	2.8.1.7		Cysteine desulfurase IscS
GEALKAJD_00533	CDS	345				hypothetical protein
GEALKAJD_00534	CDS	1287				hypothetical protein
GEALKAJD_00535	CDS	600				hypothetical protein
GEALKAJD_00536	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GEALKAJD_00537	CDS	1422	arcD1_1		COG0531	Arginine/ornithine antiporter ArcD1
GEALKAJD_00538	CDS	1119	vioD	4.2.1.145		Capreomycidine synthase
GEALKAJD_00539	CDS	1293	sbnD_1			Staphyloferrin B transporter
GEALKAJD_00540	CDS	561				hypothetical protein
GEALKAJD_00541	CDS	378				hypothetical protein
GEALKAJD_00542	CDS	1971	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
GEALKAJD_00543	CDS	948	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
GEALKAJD_00544	CDS	465	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
GEALKAJD_00545	CDS	1044				hypothetical protein
GEALKAJD_00546	CDS	966				hypothetical protein
GEALKAJD_00547	CDS	846	cysL		COG0583	HTH-type transcriptional regulator CysL
GEALKAJD_00548	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
GEALKAJD_00549	CDS	357	mgsR		COG1393	Regulatory protein MgsR
GEALKAJD_00550	CDS	339	gcvH		COG0509	Glycine cleavage system H protein
GEALKAJD_00551	CDS	834	metN2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN 2
GEALKAJD_00552	CDS	687	metP_1		COG2011	Methionine import system permease protein MetP
GEALKAJD_00553	CDS	849	metQ_1		COG1464	Methionine-binding lipoprotein MetQ
GEALKAJD_00554	CDS	774				putative ABC transporter ATP-binding protein
GEALKAJD_00555	CDS	1287				hypothetical protein
GEALKAJD_00556	CDS	1236	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
GEALKAJD_00557	CDS	471	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
GEALKAJD_00558	CDS	1392				hypothetical protein
GEALKAJD_00559	CDS	1143	xerC_1			Tyrosine recombinase XerC
GEALKAJD_00560	CDS	798				hypothetical protein
GEALKAJD_00561	CDS	300				hypothetical protein
GEALKAJD_00562	CDS	876				hypothetical protein
GEALKAJD_00563	CDS	219				hypothetical protein
GEALKAJD_00564	CDS	2574				hypothetical protein
GEALKAJD_00565	CDS	219				hypothetical protein
GEALKAJD_00566	CDS	315				hypothetical protein
GEALKAJD_00567	CDS	774				hypothetical protein
GEALKAJD_00568	CDS	237				hypothetical protein
GEALKAJD_00569	CDS	852				hypothetical protein
GEALKAJD_00570	CDS	1437				hypothetical protein
GEALKAJD_00571	CDS	486				hypothetical protein
GEALKAJD_00572	CDS	1143	xerC_2			Tyrosine recombinase XerC
GEALKAJD_00573	CDS	735				hypothetical protein
GEALKAJD_00574	CDS	276				hypothetical protein
GEALKAJD_00575	CDS	1998				hypothetical protein
GEALKAJD_00576	CDS	336				hypothetical protein
GEALKAJD_00577	CDS	216				hypothetical protein
GEALKAJD_00578	CDS	366				hypothetical protein
GEALKAJD_00579	CDS	327				hypothetical protein
GEALKAJD_00580	CDS	726				hypothetical protein
GEALKAJD_00581	CDS	1593				hypothetical protein
GEALKAJD_00582	CDS	1245				hypothetical protein
GEALKAJD_00583	CDS	3150				hypothetical protein
GEALKAJD_00584	CDS	1446				IS1182 family transposase ISEfa7
GEALKAJD_00585	CDS	666				hypothetical protein
GEALKAJD_00586	CDS	2037				hypothetical protein
GEALKAJD_00587	CDS	639	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GEALKAJD_00588	CDS	429				hypothetical protein
GEALKAJD_00589	CDS	912	prsA_1	5.2.1.8		Foldase protein PrsA
GEALKAJD_00590	CDS	438				hypothetical protein
GEALKAJD_00591	CDS	885		2.7.1.-	COG1597	Putative lipid kinase
GEALKAJD_00592	CDS	3168				hypothetical protein
GEALKAJD_00593	CDS	546				hypothetical protein
GEALKAJD_00594	CDS	456				hypothetical protein
GEALKAJD_00595	CDS	759				hypothetical protein
GEALKAJD_00596	CDS	741				hypothetical protein
GEALKAJD_00597	CDS	1254				hypothetical protein
GEALKAJD_00598	CDS	228				hypothetical protein
GEALKAJD_00599	CDS	327				hypothetical protein
GEALKAJD_00600	CDS	714	strA	3.4.22.-	COG3764	Sortase A
GEALKAJD_00601	CDS	852	licT_1		COG3711	Transcription antiterminator LicT
GEALKAJD_00602	CDS	150				hypothetical protein
GEALKAJD_00603	CDS	1011	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_00604	CDS	798	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
GEALKAJD_00605	CDS	609	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
GEALKAJD_00606	CDS	846	bglH_4	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
GEALKAJD_00607	CDS	702				hypothetical protein
GEALKAJD_00608	CDS	489	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
GEALKAJD_00609	CDS	111				hypothetical protein
GEALKAJD_00610	CDS	576	yvdD		COG1611	LOG family protein YvdD
GEALKAJD_00611	CDS	441				hypothetical protein
GEALKAJD_00612	CDS	702		2.7.1.113	COG1428	Deoxyguanosine kinase
GEALKAJD_00613	CDS	174				hypothetical protein
GEALKAJD_00614	CDS	426				hypothetical protein
GEALKAJD_00615	CDS	972	rbsR		COG1609	Ribose operon repressor
GEALKAJD_00616	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
GEALKAJD_00617	CDS	624				hypothetical protein
GEALKAJD_00618	CDS	2094	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
GEALKAJD_00619	CDS	867				hypothetical protein
GEALKAJD_00620	CDS	438	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GEALKAJD_00621	CDS	2649	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
GEALKAJD_00622	CDS	672		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
GEALKAJD_00623	CDS	600				hypothetical protein
GEALKAJD_00624	CDS	1074	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GEALKAJD_00625	CDS	681	metP_2		COG2011	Methionine import system permease protein MetP
GEALKAJD_00626	CDS	840	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
GEALKAJD_00627	CDS	1224	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
GEALKAJD_00628	CDS	1419	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
GEALKAJD_00629	CDS	444				hypothetical protein
GEALKAJD_00630	CDS	1341	yvbW		COG1113	putative amino acid permease YvbW
GEALKAJD_00631	CDS	897				hypothetical protein
GEALKAJD_00632	CDS	942	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GEALKAJD_00633	CDS	1122	garK	2.7.1.165	COG1929	Glycerate 2-kinase
GEALKAJD_00634	CDS	1503	eat(A)			ABC-F type ribosomal protection protein Eat(A)
GEALKAJD_00635	CDS	528	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
GEALKAJD_00636	CDS	1062				hypothetical protein
GEALKAJD_00637	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
GEALKAJD_00638	CDS	1983				hypothetical protein
GEALKAJD_00639	CDS	447			COG1780	Putative NrdI-like protein
GEALKAJD_00640	CDS	1425	arcD1_2		COG0531	Arginine/ornithine antiporter ArcD1
GEALKAJD_00641	CDS	774				hypothetical protein
GEALKAJD_00642	CDS	906	bcrA_1			Bacitracin transport ATP-binding protein BcrA
GEALKAJD_00643	CDS	321	gdx		COG2076	Guanidinium exporter
GEALKAJD_00644	CDS	687				hypothetical protein
GEALKAJD_00645	CDS	945				hypothetical protein
GEALKAJD_00646	CDS	645	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
GEALKAJD_00647	CDS	1278				hypothetical protein
GEALKAJD_00648	CDS	750	pnuC		COG3201	Nicotinamide riboside transporter PnuC
GEALKAJD_00649	CDS	381				hypothetical protein
GEALKAJD_00650	CDS	510				hypothetical protein
GEALKAJD_00651	CDS	180				hypothetical protein
GEALKAJD_00652	CDS	564				hypothetical protein
GEALKAJD_00653	CDS	516				hypothetical protein
GEALKAJD_00654	CDS	870	ywpJ_1	3.1.3.-	COG0561	Phosphatase YwpJ
GEALKAJD_00655	CDS	681	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
GEALKAJD_00656	CDS	981	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
GEALKAJD_00657	CDS	474	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
GEALKAJD_00658	CDS	525				hypothetical protein
GEALKAJD_00659	CDS	534	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
GEALKAJD_00660	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
GEALKAJD_00661	CDS	921	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
GEALKAJD_00662	CDS	936	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GEALKAJD_00663	CDS	1479				hypothetical protein
GEALKAJD_00664	CDS	2061				hypothetical protein
GEALKAJD_00665	CDS	570				hypothetical protein
GEALKAJD_00666	CDS	807				hypothetical protein
GEALKAJD_00667	CDS	1515		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GEALKAJD_00668	CDS	984		1.3.1.103		2-haloacrylate reductase
GEALKAJD_00669	CDS	648	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
GEALKAJD_00670	CDS	633	panT_1		COG4684	Pantothenic acid transporter PanT
GEALKAJD_00671	CDS	552	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
GEALKAJD_00672	CDS	738	coaBC_2	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
GEALKAJD_00673	CDS	990	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
GEALKAJD_00674	CDS	543				hypothetical protein
GEALKAJD_00675	CDS	1086	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
GEALKAJD_00676	CDS	807	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
GEALKAJD_00677	CDS	828	ydcV			Inner membrane ABC transporter permease protein YdcV
GEALKAJD_00678	CDS	1074	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
GEALKAJD_00679	CDS	2619	dgaR_1			Transcriptional regulatory protein DagR
GEALKAJD_00680	CDS	423				hypothetical protein
GEALKAJD_00681	CDS	495		2.7.1.-		putative phosphotransferase enzyme IIB component
GEALKAJD_00682	CDS	810				hypothetical protein
GEALKAJD_00683	CDS	822	manZ_2		COG3716	PTS system mannose-specific EIID component
GEALKAJD_00684	CDS	2100				hypothetical protein
GEALKAJD_00685	CDS	1119				hypothetical protein
GEALKAJD_00686	CDS	879	gmuE_2	2.7.1.4	COG1940	Putative fructokinase
GEALKAJD_00687	CDS	813				hypothetical protein
GEALKAJD_00688	CDS	108				hypothetical protein
GEALKAJD_00689	CDS	1068				hypothetical protein
GEALKAJD_00690	CDS	204				hypothetical protein
GEALKAJD_00691	CDS	1203	xerC_3			Tyrosine recombinase XerC
GEALKAJD_00692	CDS	1131	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GEALKAJD_00693	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_00694	CDS	393	glnR		COG0789	HTH-type transcriptional regulator GlnR
GEALKAJD_00695	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
GEALKAJD_00696	CDS	246				hypothetical protein
GEALKAJD_00697	CDS	1611	pyrG	6.3.4.2	COG0504	CTP synthase
GEALKAJD_00698	CDS	756	fba_2	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
GEALKAJD_00699	CDS	1272	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GEALKAJD_00700	CDS	1296	rho	3.6.4.-	COG1158	Transcription termination factor Rho
GEALKAJD_00701	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
GEALKAJD_00702	CDS	450	fruA_2		COG1299	PTS system fructose-specific EIIABC component
GEALKAJD_00703	CDS	1419	fruA_3		COG1299	PTS system fructose-specific EIIABC component
GEALKAJD_00704	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
GEALKAJD_00705	CDS	738	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
