"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Enterococcus_faecium_strain1","Enterococcus_faecium_strain2"
"hpt","","Hypoxanthine-guanine phosphoribosyltransferase","2","2","1","7","2578","","","","545","545","545","PCFFDBNJ_02325","GEALKAJD_02492"
"rpsM","","30S ribosomal protein S13","2","2","1","7","2856","","","","365","365","365","PCFFDBNJ_01712","GEALKAJD_00083"
"rplD","","50S ribosomal protein L4","2","2","1","7","2832","","","","623","623","623","PCFFDBNJ_01689","GEALKAJD_00059"
"soj_2","","Sporulation initiation inhibitor protein Soj","2","2","1","7","218","","","","857","857","857","PCFFDBNJ_02647","GEALKAJD_02729"
"group_2809","","putative ABC transporter ATP-binding protein","2","2","1","7","2024","","","","773","773","773","PCFFDBNJ_00101","GEALKAJD_00554"
"group_281","lacC_2","Tagatose-6-phosphate kinase","2","2","1","7","2549","","","","914","914","914","PCFFDBNJ_00641","GEALKAJD_01577"
"licA_3","","Lichenan-specific phosphotransferase enzyme IIA component","2","2","1","7","2496","","","","326","326","326","PCFFDBNJ_02697","GEALKAJD_02442"
"yqgQ","","putative protein YqgQ","2","2","1","7","3549","","","","212","212","212","PCFFDBNJ_00550","GEALKAJD_01667"
"group_2812","","hypothetical protein","2","2","1","7","656","","","","344","344","344","PCFFDBNJ_01519","GEALKAJD_00744"
"mrnC","","Mini-ribonuclease 3","2","2","1","7","2635","","","","395","395","395","PCFFDBNJ_02270","GEALKAJD_02547"
"ssb_1","","Single-stranded DNA-binding protein","2","2","1","7","2767","","","","512","512","512","PCFFDBNJ_01632","GEALKAJD_00008"
"group_2815","","hypothetical protein","2","2","1","7","1305","","","","152","152","152","PCFFDBNJ_01433","GEALKAJD_00825"
"eno","","Enolase","2","2","1","7","744","","","","1298","1298","1298","PCFFDBNJ_00296","GEALKAJD_02004"
"rpsC","","30S ribosomal protein S3","2","2","1","7","2838","","","","656","656","656","PCFFDBNJ_01694","GEALKAJD_00065"
"apt","","Adenine phosphoribosyltransferase","2","2","1","7","1913","","","","512","512","512","PCFFDBNJ_00995","GEALKAJD_01288"
"group_2819","","hypothetical protein","2","2","1","7","886","","","","944","944","944","PCFFDBNJ_00186","GEALKAJD_00645"
"clcA","","H(+)/Cl(-) exchange transporter ClcA","2","2","1","7","2551","","","","1559","1559","1559","PCFFDBNJ_00643","GEALKAJD_01575"
"group_2820","","hypothetical protein","2","2","1","7","2939","","","","296","296","296","PCFFDBNJ_01794","GEALKAJD_00157"
"pepV_2","","Beta-Ala-Xaa dipeptidase","2","2","1","7","3145","","","","1418","1418","1418","PCFFDBNJ_01891","GEALKAJD_00239"
"manX_2","","PTS system mannose-specific EIIAB component","2","2","1","7","652","","","","989","989","989","PCFFDBNJ_01515","GEALKAJD_00748"
"rex_2","","Redox-sensing transcriptional repressor Rex","2","2","1","7","572","","","","647","647","647","PCFFDBNJ_01593","GEALKAJD_02122"
"btuD_2","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","7","1222","","","","1220","1220","1220","PCFFDBNJ_01386","GEALKAJD_00876"
"ydbD_1","","putative manganese catalase","2","2","1","7","2133","","","","830","830","830","PCFFDBNJ_00049","GEALKAJD_00507"
"ntpK","","V-type sodium ATPase subunit K","2","2","1","7","775","","","","470","470","470","PCFFDBNJ_00268","GEALKAJD_02033"
"yacL","","putative PIN and TRAM-domain containing protein YacL","2","2","1","7","2639","","","","1157","1157","1157","PCFFDBNJ_02266","GEALKAJD_02551"
"group_283","","putative ABC transporter ATP-binding protein","2","2","1","7","2560","","","","1784","1784","1784","PCFFDBNJ_00652","GEALKAJD_02452"
"tsf","","Elongation factor Ts","2","2","1","7","3522","","","","881","881","881","PCFFDBNJ_00574","GEALKAJD_01644"
"gap_2","","Glyceraldehyde-3-phosphate dehydrogenase","2","2","1","7","747","","","","1001","1001","1001","PCFFDBNJ_00293","GEALKAJD_02007"
"group_2832","","hypothetical protein","2","2","1","7","1523","","","","242","242","242","PCFFDBNJ_00830","GEALKAJD_01446"
"gcvH","","Glycine cleavage system H protein","2","2","1","7","2028","","","","338","338","338","PCFFDBNJ_00097","GEALKAJD_00550"
"rex_1","","Redox-sensing transcriptional repressor Rex","2","2","1","7","846","","","","656","656","656","PCFFDBNJ_00223","GEALKAJD_02095"
"infA","","Translation initiation factor IF-1","2","2","1","7","2854","","","","218","218","218","PCFFDBNJ_01710","GEALKAJD_00081"
"group_2836","","hypothetical protein","2","2","1","7","637","","","","116","116","116","PCFFDBNJ_01500","GEALKAJD_00763"
"hprK","","HPr kinase/phosphorylase","2","2","1","7","3762","","","","938","938","938","PCFFDBNJ_00348","GEALKAJD_01951"
"group_2838","","hypothetical protein","2","2","1","7","3625","","","","416","416","416","PCFFDBNJ_00523","GEALKAJD_01815"
"larR","","Lactate racemization regulatory protein","2","2","1","7","692","","","","695","695","695","PCFFDBNJ_01554","GEALKAJD_00709"
"group_284","","putative ABC transporter ATP-binding protein","2","2","1","7","2508","","","","1721","1721","1721","PCFFDBNJ_00653","GEALKAJD_02451"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","2","2","1","7","2616","","","","824","824","824","PCFFDBNJ_02289","GEALKAJD_02528"
"rpsR","","30S ribosomal protein S18","2","2","1","7","2768","","","","236","236","236","PCFFDBNJ_01633","GEALKAJD_00009"
"group_2842","","hypothetical protein","2","2","1","7","1712","","","","275","275","275","PCFFDBNJ_01181","GEALKAJD_01105"
"tig","","Trigger factor","2","2","1","7","2541","","","","1289","1289","1289","PCFFDBNJ_00634","GEALKAJD_01584"
"group_2844","","hypothetical protein","2","2","1","7","2582","","","","425","425","425","PCFFDBNJ_02322","GEALKAJD_02495"
"group_2847","","hypothetical protein","2","2","1","7","1301","","","","275","275","275","PCFFDBNJ_01432","GEALKAJD_00826"
"arcB","","Ornithine carbamoyltransferase, catabolic","2","2","1","7","3530","","","","1019","1019","1019","PCFFDBNJ_00566","GEALKAJD_01652"
"gpsB","","Cell cycle protein GpsB","2","2","1","7","1932","","","","419","419","419","PCFFDBNJ_00978","GEALKAJD_01306"
"aes_1","","Acetyl esterase","2","2","1","7","2515","","","","1010","1013","1011","PCFFDBNJ_00656","GEALKAJD_01566"
"prs2","","Putative ribose-phosphate pyrophosphokinase 2","2","2","1","7","2052","","","","974","974","974","PCFFDBNJ_00073","GEALKAJD_00531"
"rpsS","","30S ribosomal protein S19","2","2","1","7","2836","","","","278","278","278","PCFFDBNJ_01692","GEALKAJD_00063"
"luxS","","S-ribosylhomocysteine lyase","2","2","1","7","3117","","","","458","458","458","PCFFDBNJ_00002","GEALKAJD_00456"
"rplW","","50S ribosomal protein L23","2","2","1","7","2833","","","","290","290","290","PCFFDBNJ_01690","GEALKAJD_00060"
"melA","","Alpha-galactosidase Mel36A","2","2","1","7","2512","","","","2225","2225","2225","PCFFDBNJ_00658","GEALKAJD_01563"
"srrA_2","","Transcriptional regulatory protein SrrA","2","2","1","7","2743","","","","689","689","689","PCFFDBNJ_01608","GEALKAJD_02640"
"gyrB","","DNA gyrase subunit B","2","2","1","7","2764","","","","1946","1946","1946","PCFFDBNJ_01629","GEALKAJD_00005"
"group_2862","","hypothetical protein","2","2","1","7","3577","","","","149","149","149","PCFFDBNJ_00528","GEALKAJD_01693"
"rpoZ","","DNA-directed RNA polymerase subunit omega","2","2","1","7","2605","","","","305","305","305","PCFFDBNJ_02300","GEALKAJD_02517"
"group_2864","","hypothetical protein","2","2","1","7","1875","","","","188","188","188","PCFFDBNJ_01033","GEALKAJD_01250"
"ftsY","","Signal recognition particle receptor FtsY","2","2","1","7","2880","","","","998","998","998","PCFFDBNJ_01738","GEALKAJD_00106"
"group_2866","","hypothetical protein","2","2","1","7","1747","","","","542","542","542","PCFFDBNJ_01148","GEALKAJD_01139"
"group_2867","spxA_5","Regulatory protein Spx","2","2","1","7","2408","","","","398","398","398","PCFFDBNJ_01946","GEALKAJD_02352"
"yadH","","Inner membrane transport permease YadH","2","2","1","7","2684","","","","770","770","770","PCFFDBNJ_02228","GEALKAJD_02582"
"dtxR","","Diphtheria toxin repressor","2","2","1","7","618","","","","647","647","647","PCFFDBNJ_01481","GEALKAJD_00782"
"lacM","","Beta-galactosidase small subunit","2","2","1","7","2510","","","","974","974","974","PCFFDBNJ_00660","GEALKAJD_01561"
"acpA","","Acyl carrier protein","2","2","1","7","1134","","","","224","224","224","PCFFDBNJ_01327","GEALKAJD_00943"
"yidA_3","","Sugar phosphatase YidA","2","2","1","7","2879","","","","809","809","809","PCFFDBNJ_01737","GEALKAJD_00105"
"rplU","","50S ribosomal protein L21","2","2","1","7","657","","","","308","308","308","PCFFDBNJ_01520","GEALKAJD_00743"
"darA","","Cyclic di-AMP receptor A","2","2","1","7","684","","","","329","329","329","PCFFDBNJ_01546","GEALKAJD_00717"
"ddl","","D-alanine--D-alanine ligase","2","2","1","7","2964","","","","1076","1076","1076","PCFFDBNJ_01817","GEALKAJD_00181"
"yvdD","","LOG family protein YvdD","2","2","1","7","927","","","","575","575","575","PCFFDBNJ_00148","GEALKAJD_00610"
"coaA","","Pantothenate kinase","2","2","1","7","2809","","","","923","923","923","PCFFDBNJ_01666","GEALKAJD_00036"
"group_2877","","hypothetical protein","2","2","1","7","2559","","","","128","128","128","PCFFDBNJ_00651","GEALKAJD_01567"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ","2","2","1","7","1891","","","","737","737","737","PCFFDBNJ_01017","GEALKAJD_01266"
"rny","","Ribonuclease Y","2","2","1","7","2622","","","","1556","1556","1556","PCFFDBNJ_02283","GEALKAJD_02534"
"aroB","","3-dehydroquinate synthase","2","2","1","7","1374","","","","1064","1064","1064","PCFFDBNJ_00662","GEALKAJD_01559"
"rplC","","50S ribosomal protein L3","2","2","1","7","2831","","","","629","629","629","PCFFDBNJ_01688","GEALKAJD_00058"
"dhaM-2","","PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM","2","2","1","7","3038","","","","395","395","395","PCFFDBNJ_02402","GEALKAJD_00385"
"rplR","","50S ribosomal protein L18","2","2","1","7","2848","","","","356","356","356","PCFFDBNJ_01704","GEALKAJD_00075"
"group_2883","","hypothetical protein","2","2","1","7","3512","","","","293","293","293","PCFFDBNJ_00584","GEALKAJD_01634"
"ychF","","Ribosome-binding ATPase YchF","2","2","1","7","2748","","","","1100","1100","1100","PCFFDBNJ_01613","GEALKAJD_02645"
"rpmE2","","50S ribosomal protein L31 type B","2","2","1","7","707","","","","263","263","263","PCFFDBNJ_01569","GEALKAJD_00701"
"rpsL","","30S ribosomal protein S12","2","2","1","7","2826","","","","413","413","413","PCFFDBNJ_01683","GEALKAJD_00053"
"group_2887","","hypothetical protein","2","2","1","7","3142","","","","167","167","167","PCFFDBNJ_01888","GEALKAJD_00236"
"pcp","","Pyrrolidone-carboxylate peptidase","2","2","1","7","885","","","","644","644","644","PCFFDBNJ_00187","GEALKAJD_00646"
"rpmG3","","50S ribosomal protein L33 3","2","2","1","7","2388","","","","152","152","152","PCFFDBNJ_01964","GEALKAJD_02327"
"aroC","","Chorismate synthase","2","2","1","7","1375","","","","1166","1166","1166","PCFFDBNJ_00663","GEALKAJD_01558"
"group_2890","","hypothetical protein","2","2","1","7","219","","","","287","287","287","PCFFDBNJ_02646","GEALKAJD_02728"
"group_2891","","hypothetical protein","2","2","1","7","3215","","","","242","242","242","PCFFDBNJ_02556","GEALKAJD_02677"
"rplX","","50S ribosomal protein L24","2","2","1","7","2843","","","","308","308","308","PCFFDBNJ_01699","GEALKAJD_00070"
"prfB","","Peptide chain release factor 2","2","2","1","7","3746","","","","983","983","983","PCFFDBNJ_00333","GEALKAJD_01966"
"group_2894","","hypothetical protein","2","2","1","7","833","","","","266","266","266","PCFFDBNJ_00233","GEALKAJD_02084"
"group_2895","","hypothetical protein","2","2","1","7","693","","","","278","278","278","PCFFDBNJ_01555","GEALKAJD_00708"
"rplI","","50S ribosomal protein L9","2","2","1","7","2770","","","","452","452","452","PCFFDBNJ_01635","GEALKAJD_00011"
"cspD","","Cold shock protein CspD","2","2","1","7","1166","","","","200","200","200","PCFFDBNJ_01358","GEALKAJD_00919"
"group_2898","","hypothetical protein","2","2","1","7","1683","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","170","170","170","PCFFDBNJ_01206","GEALKAJD_01079"
"glnM","","putative glutamine ABC transporter permease protein GlnM","2","2","1","7","1893","","","","647","647","647","PCFFDBNJ_01015","GEALKAJD_01268"
"aroA","","3-phosphoshikimate 1-carboxyvinyltransferase","2","2","1","7","1377","","","","1295","1295","1295","PCFFDBNJ_00665","GEALKAJD_01556"
"purR_1","","Pur operon repressor","2","2","1","7","2615","","","","818","818","818","PCFFDBNJ_02290","GEALKAJD_02527"
"glnA","","Glutamine synthetase","2","2","1","7","714","","","","1340","1340","1340","PCFFDBNJ_01575","GEALKAJD_00695"
"group_2902","","hypothetical protein","2","2","1","7","605","","","","182","182","182","PCFFDBNJ_01471","GEALKAJD_00792"
"group_2903","","hypothetical protein","2","2","1","7","1914","","","","218","218","218","PCFFDBNJ_00994","GEALKAJD_01289"
"tuf_1","","Elongation factor Tu","2","2","1","7","1672","","","","1187","1187","1187","PCFFDBNJ_01217","GEALKAJD_01068"
"tagG","","Teichoic acid translocation permease protein TagG","2","2","1","7","1224","","","","806","806","806","PCFFDBNJ_01387","GEALKAJD_00875"
"udk","","Uridine kinase","2","2","1","7","2957","","","","629","629","629","PCFFDBNJ_01811","GEALKAJD_00172"
"group_2907","","hypothetical protein","2","2","1","7","2202","","","","128","128","128","PCFFDBNJ_02458","GEALKAJD_00323"
"rpmGA","","50S ribosomal protein L33 1","2","2","1","7","3559","","","","149","149","149","PCFFDBNJ_00542","GEALKAJD_01675"
"group_2909","","hypothetical protein","2","2","1","7","453","","","","479","479","479","PCFFDBNJ_02076","GEALKAJD_02235"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase","2","2","1","7","1380","","","","824","836","830","PCFFDBNJ_00667","GEALKAJD_01554"
"liaS","","Sensor histidine kinase LiaS","2","2","1","7","1177","","","","1067","1067","1067","PCFFDBNJ_01369","GEALKAJD_00910"
"pyrH","","Uridylate kinase","2","2","1","7","3521","","","","722","722","722","PCFFDBNJ_00575","GEALKAJD_01643"
"group_2912","","hypothetical protein","2","2","1","7","3214","","","","434","434","434","PCFFDBNJ_02555","GEALKAJD_02678"
"group_2913","","hypothetical protein","2","2","1","7","930","","","","701","701","701","PCFFDBNJ_00145","GEALKAJD_00607"
"prs","","Ribose-phosphate pyrophosphokinase","2","2","1","7","2613","","","","971","971","971","PCFFDBNJ_02292","GEALKAJD_02525"
"ohrB_1","","Organic hydroperoxide resistance protein OhrB","2","2","1","7","2230","","","","401","401","401","PCFFDBNJ_00042","GEALKAJD_00496"
"hupA","","DNA-binding protein HU 1","2","2","1","7","1703","","","","275","275","275","PCFFDBNJ_01189","GEALKAJD_01096"
"tuf_2","","Elongation factor Tu","2","2","1","7","2829","","","","1187","1187","1187","PCFFDBNJ_01686","GEALKAJD_00056"
"group_2918","licA_1","Lichenan-specific phosphotransferase enzyme IIA component","2","2","1","7","608","","","","320","320","320","PCFFDBNJ_01474","GEALKAJD_00789"
"gla","","Glycerol facilitator-aquaporin gla","2","2","1","7","2903","","","","734","734","734","PCFFDBNJ_01761","GEALKAJD_00124"
"group_292","","hypothetical protein","2","2","1","7","1381","","","","1679","1736","1707","PCFFDBNJ_00668","GEALKAJD_01553"
"group_2920","","hypothetical protein","2","2","1","7","2241","","","","752","752","752","PCFFDBNJ_00032","GEALKAJD_00486"
"rpmF","","50S ribosomal protein L32","2","2","1","7","1099","","","","179","179","179","PCFFDBNJ_01293","GEALKAJD_00978"
"clpP_2","","ATP-dependent Clp protease proteolytic subunit","2","2","1","7","585","","","","593","593","593","PCFFDBNJ_01581","GEALKAJD_02110"
"adk","","Adenylate kinase","2","2","1","7","2853","","","","647","647","647","PCFFDBNJ_01709","GEALKAJD_00080"
"group_2924","","hypothetical protein","2","2","1","7","1690","","","","1523","1523","1523","PCFFDBNJ_01199","GEALKAJD_01086"
"group_2925","","hypothetical protein","2","2","1","7","3053","","","","1877","1877","1877","PCFFDBNJ_02388","GEALKAJD_00395"
"group_2926","","hypothetical protein","2","2","1","7","3198","","","","254","254","254","PCFFDBNJ_02542","GEALKAJD_02691"
"cdaA","","Cyclic di-AMP synthase CdaA","2","2","1","7","2527","","","","887","887","887","PCFFDBNJ_00624","GEALKAJD_01592"
"rpoC","","DNA-directed RNA polymerase subunit beta'","2","2","1","7","2716","","","","3653","3653","3653","PCFFDBNJ_02204","GEALKAJD_02608"
"yfbR","","5'-deoxynucleotidase YfbR","2","2","1","7","1972","","","","641","641","641","PCFFDBNJ_00937","GEALKAJD_01339"
"rhaR_1","","HTH-type transcriptional activator RhaR","2","2","1","7","1382","","","","929","1508","1218","PCFFDBNJ_00669","GEALKAJD_01552"
"group_2930","","hypothetical protein","2","2","1","7","220","","","","329","329","329","PCFFDBNJ_02645","GEALKAJD_02727"
"rpsH","","30S ribosomal protein S8","2","2","1","7","2846","","","","398","398","398","PCFFDBNJ_01702","GEALKAJD_00073"
"tpiA","","Triosephosphate isomerase","2","2","1","7","745","","","","755","755","755","PCFFDBNJ_00295","GEALKAJD_02005"
"group_2933","","Putative universal stress protein","2","2","1","7","1653","","","","440","440","440","PCFFDBNJ_01234","GEALKAJD_01050"
"rnc","","Ribonuclease 3","2","2","1","7","2877","","","","686","686","686","PCFFDBNJ_01735","GEALKAJD_00103"
"ldh_2","","L-lactate dehydrogenase","2","2","1","7","2587","","","","974","974","974","PCFFDBNJ_02317","GEALKAJD_02500"
"rpsE","","30S ribosomal protein S5","2","2","1","7","2849","","","","500","500","500","PCFFDBNJ_01705","GEALKAJD_00076"
"rpsB","","30S ribosomal protein S2","2","2","1","7","3523","","","","782","782","782","PCFFDBNJ_00573","GEALKAJD_01645"
"lacE_2","","Lactose-binding protein","2","2","1","7","1384","","","","1286","1286","1286","PCFFDBNJ_00671","GEALKAJD_01550"
